10.202610,56.153622,Frederiksgade 82
10.198450,56.158310,Vesterbro Torv 10
10.166460,56.155090,Silkeborgvej 261
10.173190,56.134490,Gammel Kongevej 7, 13
10.216290,56.189230,Frijsenborgvej 1A
10.216510,56.195800,Smedegade 12
10.173570,56.114210,Holme Byvej 15
10.206210,56.104300,Oddervej 176
10.116620,56.128920,Ormslevvej 230-234
10.260120,56.201370,Nordre Strandvej 127 A
10.136380,56.091100,Kirketorvet 1
10.154080,56.254780,Lergravvej 1
